Sample Name	Protocol REF	Parameter Value[Post Extraction]	Parameter Value[Derivatization]	Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Term Source REF	Term Accession Number	Parameter Value[Column model]	Parameter Value[Column type]	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Scan polarity]	Parameter Value[Scan m/z range]	Parameter Value[Instrument]	Term Source REF	Term Accession Number	Parameter Value[Ion source]	Term Source REF	Term Accession Number	Parameter Value[Mass analyzer]	Term Source REF	Term Accession Number	MS Assay Name	Raw Spectral Data File	Protocol REF	Normalization Name	Derived Spectral Data File	Protocol REF	Data Transformation Name	Metabolite Assignment File
20081009_NIH_EWY_NEG_096201	Extraction		none	20081009_NIH_EWY_NEG_096201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_096201	FILES/20081009_NIH_EWY_NEG_096201.CDF	Data transformation	20081009_NIH_EWY_NEG_096201	FILES/20081009_NIH_EWY_NEG_0962.mzML	Metabolite identification	20081009_NIH_EWY_NEG_096201	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_096301	Extraction		none	20081009_NIH_EWY_NEG_096301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_096301	FILES/20081009_NIH_EWY_NEG_096301.CDF	Data transformation	20081009_NIH_EWY_NEG_096301	FILES/20081009_NIH_EWY_NEG_0963.mzML	Metabolite identification	20081009_NIH_EWY_NEG_096301	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_096401	Extraction		none	20081009_NIH_EWY_NEG_096401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_096401	FILES/20081009_NIH_EWY_NEG_096401.CDF	Data transformation	20081009_NIH_EWY_NEG_096401	FILES/20081009_NIH_EWY_NEG_0964.mzML	Metabolite identification	20081009_NIH_EWY_NEG_096401	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_096501	Extraction		none	20081009_NIH_EWY_NEG_096501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_096501	FILES/20081009_NIH_EWY_NEG_096501.CDF	Data transformation	20081009_NIH_EWY_NEG_096501	FILES/20081009_NIH_EWY_NEG_0965.mzML	Metabolite identification	20081009_NIH_EWY_NEG_096501	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_096601	Extraction		none	20081009_NIH_EWY_NEG_096601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_096601	FILES/20081009_NIH_EWY_NEG_096601.CDF	Data transformation	20081009_NIH_EWY_NEG_096601	FILES/20081009_NIH_EWY_NEG_0966.mzML	Metabolite identification	20081009_NIH_EWY_NEG_096601	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_096801	Extraction		none	20081009_NIH_EWY_NEG_096801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_096801	FILES/20081009_NIH_EWY_NEG_096801.CDF	Data transformation	20081009_NIH_EWY_NEG_096801	FILES/20081009_NIH_EWY_NEG_0968.mzML	Metabolite identification	20081009_NIH_EWY_NEG_096801	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_097101	Extraction		none	20081009_NIH_EWY_NEG_097101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_097101	FILES/20081009_NIH_EWY_NEG_097101.CDF	Data transformation	20081009_NIH_EWY_NEG_097101	FILES/20081009_NIH_EWY_NEG_0971.mzML	Metabolite identification	20081009_NIH_EWY_NEG_097101	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_097201	Extraction		none	20081009_NIH_EWY_NEG_097201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_097201	FILES/20081009_NIH_EWY_NEG_097201.CDF	Data transformation	20081009_NIH_EWY_NEG_097201	FILES/20081009_NIH_EWY_NEG_0972.mzML	Metabolite identification	20081009_NIH_EWY_NEG_097201	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_097301	Extraction		none	20081009_NIH_EWY_NEG_097301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_097301	FILES/20081009_NIH_EWY_NEG_097301.CDF	Data transformation	20081009_NIH_EWY_NEG_097301	FILES/20081009_NIH_EWY_NEG_0973.mzML	Metabolite identification	20081009_NIH_EWY_NEG_097301	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_097401	Extraction		none	20081009_NIH_EWY_NEG_097401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_097401	FILES/20081009_NIH_EWY_NEG_097401.CDF	Data transformation	20081009_NIH_EWY_NEG_097401	FILES/20081009_NIH_EWY_NEG_0974.mzML	Metabolite identification	20081009_NIH_EWY_NEG_097401	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_097501	Extraction		none	20081009_NIH_EWY_NEG_097501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_097501	FILES/20081009_NIH_EWY_NEG_097501.CDF	Data transformation	20081009_NIH_EWY_NEG_097501	FILES/20081009_NIH_EWY_NEG_0975.mzML	Metabolite identification	20081009_NIH_EWY_NEG_097501	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_097701	Extraction		none	20081009_NIH_EWY_NEG_097701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_097701	FILES/20081009_NIH_EWY_NEG_097701.CDF	Data transformation	20081009_NIH_EWY_NEG_097701	FILES/20081009_NIH_EWY_NEG_0977.mzML	Metabolite identification	20081009_NIH_EWY_NEG_097701	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_097801	Extraction		none	20081009_NIH_EWY_NEG_097801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_097801	FILES/20081009_NIH_EWY_NEG_097801.CDF	Data transformation	20081009_NIH_EWY_NEG_097801	FILES/20081009_NIH_EWY_NEG_0978.mzML	Metabolite identification	20081009_NIH_EWY_NEG_097801	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_097901	Extraction		none	20081009_NIH_EWY_NEG_097901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_097901	FILES/20081009_NIH_EWY_NEG_097901.CDF	Data transformation	20081009_NIH_EWY_NEG_097901	FILES/20081009_NIH_EWY_NEG_0979.mzML	Metabolite identification	20081009_NIH_EWY_NEG_097901	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_098001	Extraction		none	20081009_NIH_EWY_NEG_098001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_098001	FILES/20081009_NIH_EWY_NEG_098001.CDF	Data transformation	20081009_NIH_EWY_NEG_098001	FILES/20081009_NIH_EWY_NEG_0980.mzML	Metabolite identification	20081009_NIH_EWY_NEG_098001	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_098101	Extraction		none	20081009_NIH_EWY_NEG_098101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_098101	FILES/20081009_NIH_EWY_NEG_098101.CDF	Data transformation	20081009_NIH_EWY_NEG_098101	FILES/20081009_NIH_EWY_NEG_0981.mzML	Metabolite identification	20081009_NIH_EWY_NEG_098101	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_098201	Extraction		none	20081009_NIH_EWY_NEG_098201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_098201	FILES/20081009_NIH_EWY_NEG_098201.CDF	Data transformation	20081009_NIH_EWY_NEG_098201	FILES/20081009_NIH_EWY_NEG_0982.mzML	Metabolite identification	20081009_NIH_EWY_NEG_098201	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_098301	Extraction		none	20081009_NIH_EWY_NEG_098301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_098301	FILES/20081009_NIH_EWY_NEG_098301.CDF	Data transformation	20081009_NIH_EWY_NEG_098301	FILES/20081009_NIH_EWY_NEG_0983.mzML	Metabolite identification	20081009_NIH_EWY_NEG_098301	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_098401	Extraction		none	20081009_NIH_EWY_NEG_098401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_098401	FILES/20081009_NIH_EWY_NEG_098401.CDF	Data transformation	20081009_NIH_EWY_NEG_098401	FILES/20081009_NIH_EWY_NEG_0984.mzML	Metabolite identification	20081009_NIH_EWY_NEG_098401	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_098501	Extraction		none	20081009_NIH_EWY_NEG_098501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_098501	FILES/20081009_NIH_EWY_NEG_098501.CDF	Data transformation	20081009_NIH_EWY_NEG_098501	FILES/20081009_NIH_EWY_NEG_0985.mzML	Metabolite identification	20081009_NIH_EWY_NEG_098501	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_098601	Extraction		none	20081009_NIH_EWY_NEG_098601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_098601	FILES/20081009_NIH_EWY_NEG_098601.CDF	Data transformation	20081009_NIH_EWY_NEG_098601	FILES/20081009_NIH_EWY_NEG_0986.mzML	Metabolite identification	20081009_NIH_EWY_NEG_098601	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_098701	Extraction		none	20081009_NIH_EWY_NEG_098701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_098701	FILES/20081009_NIH_EWY_NEG_098701.CDF	Data transformation	20081009_NIH_EWY_NEG_098701	FILES/20081009_NIH_EWY_NEG_0987.mzML	Metabolite identification	20081009_NIH_EWY_NEG_098701	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_098801	Extraction		none	20081009_NIH_EWY_NEG_098801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_098801	FILES/20081009_NIH_EWY_NEG_098801.CDF	Data transformation	20081009_NIH_EWY_NEG_098801	FILES/20081009_NIH_EWY_NEG_0988.mzML	Metabolite identification	20081009_NIH_EWY_NEG_098801	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_098901	Extraction		none	20081009_NIH_EWY_NEG_098901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_098901	FILES/20081009_NIH_EWY_NEG_098901.CDF	Data transformation	20081009_NIH_EWY_NEG_098901	FILES/20081009_NIH_EWY_NEG_0989.mzML	Metabolite identification	20081009_NIH_EWY_NEG_098901	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_099101	Extraction		none	20081009_NIH_EWY_NEG_099101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_099101	FILES/20081009_NIH_EWY_NEG_099101.CDF	Data transformation	20081009_NIH_EWY_NEG_099101	FILES/20081009_NIH_EWY_NEG_0991.mzML	Metabolite identification	20081009_NIH_EWY_NEG_099101	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_099301	Extraction		none	20081009_NIH_EWY_NEG_099301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_099301	FILES/20081009_NIH_EWY_NEG_099301.CDF	Data transformation	20081009_NIH_EWY_NEG_099301	FILES/20081009_NIH_EWY_NEG_0993.mzML	Metabolite identification	20081009_NIH_EWY_NEG_099301	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_099401	Extraction		none	20081009_NIH_EWY_NEG_099401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_099401	FILES/20081009_NIH_EWY_NEG_099401.CDF	Data transformation	20081009_NIH_EWY_NEG_099401	FILES/20081009_NIH_EWY_NEG_0994.mzML	Metabolite identification	20081009_NIH_EWY_NEG_099401	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_099501	Extraction		none	20081009_NIH_EWY_NEG_099501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_099501	FILES/20081009_NIH_EWY_NEG_099501.CDF	Data transformation	20081009_NIH_EWY_NEG_099501	FILES/20081009_NIH_EWY_NEG_0995.mzML	Metabolite identification	20081009_NIH_EWY_NEG_099501	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_099601	Extraction		none	20081009_NIH_EWY_NEG_099601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_099601	FILES/20081009_NIH_EWY_NEG_099601.CDF	Data transformation	20081009_NIH_EWY_NEG_099601	FILES/20081009_NIH_EWY_NEG_0996.mzML	Metabolite identification	20081009_NIH_EWY_NEG_099601	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_099801	Extraction		none	20081009_NIH_EWY_NEG_099801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_099801	FILES/20081009_NIH_EWY_NEG_099801.CDF	Data transformation	20081009_NIH_EWY_NEG_099801	FILES/20081009_NIH_EWY_NEG_0998.mzML	Metabolite identification	20081009_NIH_EWY_NEG_099801	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_099901	Extraction		none	20081009_NIH_EWY_NEG_099901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_099901	FILES/20081009_NIH_EWY_NEG_099901.CDF	Data transformation	20081009_NIH_EWY_NEG_099901	FILES/20081009_NIH_EWY_NEG_0999.mzML	Metabolite identification	20081009_NIH_EWY_NEG_099901	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_100001	Extraction		none	20081009_NIH_EWY_NEG_100001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_100001	FILES/20081009_NIH_EWY_NEG_100001.CDF	Data transformation	20081009_NIH_EWY_NEG_100001	FILES/20081009_NIH_EWY_NEG_1000.mzML	Metabolite identification	20081009_NIH_EWY_NEG_100001	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_100801	Extraction		none	20081009_NIH_EWY_NEG_100801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_100801	FILES/20081009_NIH_EWY_NEG_100801.CDF	Data transformation	20081009_NIH_EWY_NEG_100801	FILES/20081009_NIH_EWY_NEG_1008.mzML	Metabolite identification	20081009_NIH_EWY_NEG_100801	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_100901	Extraction		none	20081009_NIH_EWY_NEG_100901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_100901	FILES/20081009_NIH_EWY_NEG_100901.CDF	Data transformation	20081009_NIH_EWY_NEG_100901	FILES/20081009_NIH_EWY_NEG_1009.mzML	Metabolite identification	20081009_NIH_EWY_NEG_100901	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_101001	Extraction		none	20081009_NIH_EWY_NEG_101001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_101001	FILES/20081009_NIH_EWY_NEG_101001.CDF	Data transformation	20081009_NIH_EWY_NEG_101001	FILES/20081009_NIH_EWY_NEG_1010.mzML	Metabolite identification	20081009_NIH_EWY_NEG_101001	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_101101	Extraction		none	20081009_NIH_EWY_NEG_101101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_101101	FILES/20081009_NIH_EWY_NEG_101101.CDF	Data transformation	20081009_NIH_EWY_NEG_101101	FILES/20081009_NIH_EWY_NEG_1011.mzML	Metabolite identification	20081009_NIH_EWY_NEG_101101	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_101201	Extraction		none	20081009_NIH_EWY_NEG_101201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_101201	FILES/20081009_NIH_EWY_NEG_101201.CDF	Data transformation	20081009_NIH_EWY_NEG_101201	FILES/20081009_NIH_EWY_NEG_1012.mzML	Metabolite identification	20081009_NIH_EWY_NEG_101201	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_101401	Extraction		none	20081009_NIH_EWY_NEG_101401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_101401	FILES/20081009_NIH_EWY_NEG_101401.CDF	Data transformation	20081009_NIH_EWY_NEG_101401	FILES/20081009_NIH_EWY_NEG_1014.mzML	Metabolite identification	20081009_NIH_EWY_NEG_101401	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_101501	Extraction		none	20081009_NIH_EWY_NEG_101501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_101501	FILES/20081009_NIH_EWY_NEG_101501.CDF	Data transformation	20081009_NIH_EWY_NEG_101501	FILES/20081009_NIH_EWY_NEG_1015.mzML	Metabolite identification	20081009_NIH_EWY_NEG_101501	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_101601	Extraction		none	20081009_NIH_EWY_NEG_101601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_101601	FILES/20081009_NIH_EWY_NEG_101601.CDF	Data transformation	20081009_NIH_EWY_NEG_101601	FILES/20081009_NIH_EWY_NEG_1016.mzML	Metabolite identification	20081009_NIH_EWY_NEG_101601	m_MTBLS28_NEG_v2_maf.tsv
